Time(s),CH3V,CH4V
1.405000e-02,-1.653067e+00,4.914400e+00
1.410000e-02,-1.719333e+00,4.923200e+00
1.415000e-02,-1.671333e+00,4.918933e+00
1.420000e-02,-1.778800e+00,4.927467e+00
1.425000e-02,-1.696533e+00,4.931734e+00
1.430000e-02,-1.643867e+00,4.927467e+00
1.435000e-02,-1.598133e+00,4.927467e+00
1.440000e-02,-1.694133e+00,4.910133e+00
1.445000e-02,-1.707867e+00,4.918933e+00
1.450000e-02,-1.579867e+00,4.918933e+00
1.455000e-02,-1.650667e+00,4.910133e+00
1.460000e-02,-1.744533e+00,4.923200e+00
1.465000e-02,-1.703333e+00,4.918933e+00
1.470000e-02,-1.728533e+00,4.931734e+00
1.475000e-02,-1.707867e+00,4.927467e+00
1.480000e-02,-1.673600e+00,4.940267e+00
1.485000e-02,-1.726267e+00,4.931734e+00
1.490000e-02,-1.744533e+00,4.953333e+00
1.495000e-02,-1.762800e+00,4.944533e+00
1.500000e-02,-1.849733e+00,4.953333e+00
1.505000e-02,-1.618667e+00,4.953333e+00
1.510000e-02,-1.694133e+00,4.953333e+00
1.515000e-02,-1.556933e+00,4.931734e+00
1.520000e-02,-1.643867e+00,4.966134e+00
1.525000e-02,-1.783333e+00,4.940267e+00
1.530000e-02,-1.783333e+00,4.974667e+00
1.535000e-02,-1.776533e+00,4.961867e+00
1.540000e-02,-1.815467e+00,4.961867e+00
1.545000e-02,-1.785733e+00,4.966134e+00
1.550000e-02,-1.790267e+00,4.970400e+00
1.555000e-02,-1.749067e+00,4.953333e+00
1.560000e-02,-1.739867e+00,4.974667e+00
1.565000e-02,-1.673600e+00,4.961867e+00
1.570000e-02,-1.723867e+00,4.953333e+00
1.575000e-02,-1.689600e+00,4.966134e+00
1.580000e-02,-1.705600e+00,4.957600e+00
1.585000e-02,-1.719333e+00,4.961867e+00
1.590000e-02,-1.760533e+00,4.961867e+00
1.595000e-02,-1.707867e+00,4.966134e+00
1.600000e-02,-1.826800e+00,4.966134e+00
1.605000e-02,-1.739867e+00,4.948800e+00
1.610000e-02,-1.728533e+00,4.961867e+00
1.615000e-02,-1.804000e+00,4.970400e+00
1.620000e-02,-1.808533e+00,4.974667e+00
1.625000e-02,-1.701067e+00,4.970400e+00
1.630000e-02,-1.735333e+00,4.966134e+00
1.635000e-02,-1.705600e+00,4.978933e+00
1.640000e-02,-1.746800e+00,4.983200e+00
1.645000e-02,-1.726267e+00,4.987733e+00
1.650000e-02,-1.918400e+00,4.978933e+00
1.655000e-02,-1.678133e+00,4.996267e+00
1.660000e-02,-1.774267e+00,4.961867e+00
1.665000e-02,-1.669067e+00,4.974667e+00
1.670000e-02,-1.694133e+00,4.961867e+00
1.675000e-02,-1.744533e+00,4.992000e+00
1.680000e-02,-1.664400e+00,4.970400e+00
1.685000e-02,-1.687333e+00,4.987733e+00
1.690000e-02,-1.737600e+00,4.992000e+00
1.695000e-02,-1.774267e+00,4.974667e+00
1.700000e-02,-1.703333e+00,4.978933e+00
1.705000e-02,-1.691867e+00,4.978933e+00
1.710000e-02,-1.632400e+00,4.983200e+00
1.715000e-02,-1.735333e+00,4.992000e+00
1.720000e-02,-1.790267e+00,4.974667e+00
1.725000e-02,-1.721600e+00,5.004800e+00
1.730000e-02,-1.627867e+00,4.992000e+00
1.735000e-02,-1.751333e+00,5.004800e+00
1.740000e-02,-1.751333e+00,5.009067e+00
1.745000e-02,-1.641600e+00,5.009067e+00
1.750000e-02,-1.691867e+00,4.992000e+00
1.755000e-02,-1.774267e+00,4.996267e+00
1.760000e-02,-1.671333e+00,4.996267e+00
1.765000e-02,-1.772000e+00,5.013333e+00
1.770000e-02,-1.675867e+00,4.992000e+00
1.775000e-02,-1.778800e+00,5.017600e+00
1.780000e-02,-1.772000e+00,4.983200e+00
1.785000e-02,-1.774267e+00,5.004800e+00
1.790000e-02,-1.671333e+00,5.017600e+00
1.795000e-02,-1.806267e+00,5.009067e+00
1.800000e-02,-1.559200e+00,5.013333e+00
1.805000e-02,-1.666667e+00,4.992000e+00
1.810000e-02,-1.666667e+00,5.013333e+00
1.815000e-02,-1.840533e+00,5.009067e+00
1.820000e-02,-1.698800e+00,5.004800e+00
1.825000e-02,-1.607200e+00,5.004800e+00
1.830000e-02,-1.772000e+00,5.013333e+00
1.835000e-02,-1.664400e+00,4.996267e+00
1.840000e-02,-1.717067e+00,5.022133e+00
1.845000e-02,-1.600400e+00,5.026400e+00
1.850000e-02,-1.634667e+00,4.992000e+00
1.855000e-02,-1.687333e+00,5.026400e+00
1.860000e-02,-1.627867e+00,5.013333e+00
1.865000e-02,-1.669067e+00,5.013333e+00
1.870000e-02,-1.664400e+00,5.026400e+00
1.875000e-02,-1.588933e+00,5.034934e+00
1.880000e-02,-1.739867e+00,5.013333e+00
1.885000e-02,-1.659867e+00,5.022133e+00
1.890000e-02,-1.746800e+00,5.013333e+00
1.895000e-02,-1.739867e+00,5.022133e+00
1.900000e-02,-1.604933e+00,5.013333e+00
1.905000e-02,-1.744533e+00,5.013333e+00
1.910000e-02,-1.643867e+00,5.026400e+00
1.915000e-02,-1.845200e+00,5.030667e+00
1.920000e-02,-1.744533e+00,5.026400e+00
1.925000e-02,-1.705600e+00,5.026400e+00
1.930000e-02,-1.641600e+00,5.013333e+00
1.935000e-02,-1.737600e+00,5.043467e+00
1.940000e-02,-1.682800e+00,5.026400e+00
1.945000e-02,-1.723867e+00,5.030667e+00
1.950000e-02,-1.719333e+00,5.034934e+00
1.955000e-02,-1.744533e+00,5.022133e+00
1.960000e-02,-1.739867e+00,5.030667e+00
1.965000e-02,-1.746800e+00,5.030667e+00
1.970000e-02,-1.799467e+00,5.026400e+00
1.975000e-02,-1.696533e+00,5.026400e+00
1.980000e-02,-1.744533e+00,5.034934e+00
1.985000e-02,-1.689600e+00,5.026400e+00
1.990000e-02,-1.602667e+00,5.017600e+00
1.995000e-02,-1.723867e+00,5.047733e+00
2.000000e-02,-1.664400e+00,5.026400e+00
2.005000e-02,-1.623333e+00,5.034934e+00
2.010000e-02,-1.646133e+00,5.039200e+00
2.015000e-02,-1.785733e+00,5.039200e+00
2.020000e-02,-1.673600e+00,5.017600e+00
2.025000e-02,-1.689600e+00,5.047733e+00
2.030000e-02,-1.675867e+00,5.017600e+00
2.035000e-02,-1.751333e+00,5.056533e+00
2.040000e-02,-1.707867e+00,5.047733e+00
2.045000e-02,-1.657600e+00,5.034934e+00
2.050000e-02,-1.717067e+00,5.034934e+00
2.055000e-02,-1.614133e+00,5.026400e+00
2.060000e-02,-1.655333e+00,5.026400e+00
2.065000e-02,-1.591200e+00,5.047733e+00
2.070000e-02,-1.886267e+00,5.047733e+00
2.075000e-02,-1.824533e+00,5.039200e+00
2.080000e-02,-1.657600e+00,5.060800e+00
2.085000e-02,-1.735333e+00,5.047733e+00
2.090000e-02,-1.710133e+00,5.039200e+00
2.095000e-02,-1.588933e+00,5.056533e+00
2.100000e-02,-1.620933e+00,5.039200e+00
2.105000e-02,-1.476933e+00,5.039200e+00
2.110000e-02,-1.794800e+00,5.034934e+00
2.115000e-02,-1.643867e+00,5.039200e+00
2.120000e-02,-1.655333e+00,5.056533e+00
2.125000e-02,-1.620933e+00,5.043467e+00
2.130000e-02,-1.712533e+00,5.060800e+00
2.135000e-02,-1.707867e+00,5.060800e+00
2.140000e-02,-1.616400e+00,5.039200e+00
2.145000e-02,-1.618667e+00,5.043467e+00
2.150000e-02,-1.762800e+00,5.056533e+00
2.155000e-02,-1.719333e+00,5.034934e+00
2.160000e-02,-1.723867e+00,5.030667e+00
2.165000e-02,-1.744533e+00,5.052000e+00
2.170000e-02,-1.655333e+00,5.065067e+00
2.175000e-02,-1.788000e+00,5.043467e+00
2.180000e-02,-1.666667e+00,5.065067e+00
2.185000e-02,-1.712533e+00,5.056533e+00
2.190000e-02,-1.815467e+00,5.060800e+00
2.195000e-02,-1.666667e+00,5.056533e+00
2.200000e-02,-1.756000e+00,5.056533e+00
2.205000e-02,-1.721600e+00,5.052000e+00
2.210000e-02,-1.714800e+00,5.060800e+00
2.215000e-02,-1.742267e+00,5.043467e+00
2.220000e-02,-1.710133e+00,5.052000e+00
2.225000e-02,-1.758267e+00,5.047733e+00
2.230000e-02,-1.762800e+00,5.039200e+00
2.235000e-02,-1.733067e+00,5.047733e+00
2.240000e-02,-1.675867e+00,5.047733e+00
2.245000e-02,-1.678133e+00,5.056533e+00
2.250000e-02,-1.737600e+00,5.060800e+00
2.255000e-02,-1.614133e+00,5.039200e+00
2.260000e-02,-1.710133e+00,5.060800e+00
2.265000e-02,-1.650667e+00,5.056533e+00
2.270000e-02,-1.680400e+00,5.056533e+00
2.275000e-02,-1.648400e+00,5.056533e+00
2.280000e-02,-1.687333e+00,5.052000e+00
2.285000e-02,-1.682800e+00,5.052000e+00
2.290000e-02,-1.806267e+00,5.060800e+00
2.295000e-02,-1.698800e+00,5.069334e+00
2.300000e-02,-1.675867e+00,5.047733e+00
2.305000e-02,-1.705600e+00,5.060800e+00
2.310000e-02,-1.682800e+00,5.060800e+00
2.315000e-02,-1.678133e+00,5.052000e+00
2.320000e-02,-1.767333e+00,5.069334e+00
2.325000e-02,-1.739867e+00,5.056533e+00
2.330000e-02,-1.682800e+00,5.052000e+00
2.335000e-02,-1.730800e+00,5.056533e+00
2.340000e-02,-1.641600e+00,5.052000e+00
2.345000e-02,-1.675867e+00,5.069334e+00
2.350000e-02,-1.685067e+00,5.056533e+00
2.355000e-02,-1.804000e+00,5.069334e+00
2.360000e-02,-1.790267e+00,5.069334e+00
2.365000e-02,-1.588933e+00,5.052000e+00
2.370000e-02,-1.753600e+00,5.069334e+00
2.375000e-02,-1.630133e+00,5.060800e+00
2.380000e-02,-1.714800e+00,5.056533e+00
2.385000e-02,-1.611867e+00,5.060800e+00
2.390000e-02,-1.712533e+00,5.039200e+00
2.395000e-02,-1.623333e+00,5.056533e+00
2.400000e-02,-1.694133e+00,5.056533e+00
2.405000e-02,-1.826800e+00,5.082133e+00
2.410000e-02,-1.778800e+00,5.060800e+00
2.415000e-02,-1.804000e+00,5.065067e+00
2.420000e-02,-1.769733e+00,5.060800e+00
2.425000e-02,-1.696533e+00,5.056533e+00
2.430000e-02,-1.675867e+00,5.060800e+00
2.435000e-02,-1.602667e+00,5.060800e+00
2.440000e-02,-1.714800e+00,5.069334e+00
2.445000e-02,-1.636933e+00,5.082133e+00
2.450000e-02,-1.678133e+00,5.069334e+00
2.455000e-02,-1.751333e+00,5.077867e+00
2.460000e-02,-1.712533e+00,5.077867e+00
2.465000e-02,-1.719333e+00,5.086400e+00
2.470000e-02,-1.675867e+00,5.069334e+00
2.475000e-02,-1.682800e+00,5.077867e+00
2.480000e-02,-1.723867e+00,5.065067e+00
2.485000e-02,-1.808533e+00,5.060800e+00
2.490000e-02,-1.646133e+00,5.065067e+00
2.495000e-02,-1.680400e+00,5.082133e+00
2.500000e-02,-1.783333e+00,5.047733e+00
2.505000e-02,-1.767333e+00,5.039200e+00
2.510000e-02,-1.703333e+00,5.065067e+00
2.515000e-02,-1.632400e+00,5.069334e+00
2.520000e-02,-1.669067e+00,5.047733e+00
2.525000e-02,-1.673600e+00,5.069334e+00
2.530000e-02,-1.733067e+00,5.069334e+00
2.535000e-02,-1.682800e+00,5.069334e+00
2.540000e-02,-1.648400e+00,5.069334e+00
2.545000e-02,-1.815467e+00,5.073600e+00
2.550000e-02,-1.726267e+00,5.073600e+00
2.555000e-02,-1.625600e+00,5.069334e+00
2.560000e-02,-1.664400e+00,5.069334e+00
2.565000e-02,-1.696533e+00,5.069334e+00
2.570000e-02,-1.636933e+00,5.065067e+00
2.575000e-02,-1.781067e+00,5.073600e+00
2.580000e-02,-1.728533e+00,5.073600e+00
2.585000e-02,-1.586667e+00,5.090933e+00
2.590000e-02,-1.591200e+00,5.056533e+00
2.595000e-02,-1.639333e+00,5.073600e+00
2.600000e-02,-1.714800e+00,5.099467e+00
2.605000e-02,-1.703333e+00,5.077867e+00
2.610000e-02,-1.664400e+00,5.077867e+00
2.615000e-02,-1.595867e+00,5.082133e+00
2.620000e-02,-1.698800e+00,5.077867e+00
2.625000e-02,-1.723867e+00,5.077867e+00
2.630000e-02,-1.687333e+00,5.069334e+00
2.635000e-02,-1.712533e+00,5.082133e+00
2.640000e-02,-1.627867e+00,5.065067e+00
2.645000e-02,-1.801733e+00,5.095200e+00
2.650000e-02,-1.769733e+00,5.056533e+00
2.655000e-02,-1.586667e+00,5.073600e+00
2.660000e-02,-1.680400e+00,5.047733e+00
2.665000e-02,-1.717067e+00,5.073600e+00
2.670000e-02,-1.680400e+00,5.082133e+00
2.675000e-02,-1.673600e+00,5.082133e+00
2.680000e-02,-1.696533e+00,5.077867e+00
2.685000e-02,-1.689600e+00,5.090933e+00
2.690000e-02,-1.625600e+00,5.090933e+00
2.695000e-02,-1.662133e+00,5.077867e+00
2.700000e-02,-1.691867e+00,5.073600e+00
2.705000e-02,-1.636933e+00,5.112267e+00
2.710000e-02,-1.696533e+00,5.060800e+00
2.715000e-02,-1.627867e+00,5.052000e+00
2.720000e-02,-1.669067e+00,5.073600e+00
2.725000e-02,-1.680400e+00,5.090933e+00
2.730000e-02,-1.616400e+00,5.082133e+00
2.735000e-02,-1.657600e+00,5.073600e+00
2.740000e-02,-1.737600e+00,5.082133e+00
2.745000e-02,-1.634667e+00,5.060800e+00
2.750000e-02,-1.806267e+00,5.077867e+00
2.755000e-02,-1.691867e+00,5.082133e+00
2.760000e-02,-1.627867e+00,5.065067e+00
2.765000e-02,-1.774267e+00,5.082133e+00
2.770000e-02,-1.666667e+00,5.069334e+00
2.775000e-02,-1.753600e+00,5.082133e+00
2.780000e-02,-1.620933e+00,5.073600e+00
2.785000e-02,-1.689600e+00,5.069334e+00
2.790000e-02,-1.682800e+00,5.065067e+00
2.795000e-02,-1.634667e+00,5.082133e+00
2.800000e-02,-1.657600e+00,5.086400e+00
2.805000e-02,-1.689600e+00,5.108000e+00
2.810000e-02,-1.636933e+00,5.082133e+00
2.815000e-02,-1.646133e+00,5.082133e+00
2.820000e-02,-1.586667e+00,5.069334e+00
2.825000e-02,-1.703333e+00,5.077867e+00
2.830000e-02,-1.602667e+00,5.090933e+00
2.835000e-02,-1.824533e+00,5.095200e+00
2.840000e-02,-1.712533e+00,5.077867e+00
2.845000e-02,-1.696533e+00,5.069334e+00
2.850000e-02,-1.783333e+00,5.073600e+00
2.855000e-02,-1.630133e+00,5.082133e+00
2.860000e-02,-1.650667e+00,5.082133e+00
2.865000e-02,-1.717067e+00,5.082133e+00
2.870000e-02,-1.696533e+00,5.077867e+00
2.875000e-02,-1.696533e+00,5.095200e+00
2.880000e-02,-1.717067e+00,5.082133e+00
2.885000e-02,-1.696533e+00,5.065067e+00
2.890000e-02,-1.703333e+00,5.069334e+00
2.895000e-02,-1.762800e+00,5.082133e+00
2.900000e-02,-1.680400e+00,5.065067e+00
2.905000e-02,-1.657600e+00,5.082133e+00
2.910000e-02,-1.705600e+00,5.069334e+00
2.915000e-02,-1.673600e+00,5.073600e+00
2.920000e-02,-1.714800e+00,5.090933e+00
2.925000e-02,-1.719333e+00,5.086400e+00
2.930000e-02,-1.685067e+00,5.069334e+00
2.935000e-02,-1.618667e+00,5.082133e+00
2.940000e-02,-1.767333e+00,5.077867e+00
2.945000e-02,-1.705600e+00,5.090933e+00
2.950000e-02,-1.714800e+00,5.069334e+00
2.955000e-02,-1.591200e+00,5.090933e+00
2.960000e-02,-1.737600e+00,5.082133e+00
2.965000e-02,-1.685067e+00,5.069334e+00
2.970000e-02,-1.682800e+00,5.060800e+00
2.975000e-02,-1.689600e+00,5.082133e+00
2.980000e-02,-1.639333e+00,5.086400e+00
2.985000e-02,-1.591200e+00,5.069334e+00
2.990000e-02,-1.618667e+00,5.069334e+00
2.995000e-02,-1.781067e+00,5.086400e+00
3.000000e-02,-1.556933e+00,5.077867e+00
3.005000e-02,-1.744533e+00,5.086400e+00
3.010000e-02,-1.707867e+00,5.069334e+00
3.015000e-02,-1.726267e+00,5.077867e+00
3.020000e-02,-1.840533e+00,5.077867e+00
3.025000e-02,-1.751333e+00,5.077867e+00
3.030000e-02,-1.762800e+00,5.082133e+00
3.035000e-02,-1.643867e+00,5.077867e+00
3.040000e-02,-1.657600e+00,5.082133e+00
3.045000e-02,-1.636933e+00,5.099467e+00
3.050000e-02,-1.618667e+00,5.082133e+00
3.055000e-02,-1.627867e+00,5.095200e+00
3.060000e-02,-1.719333e+00,5.082133e+00
3.065000e-02,-1.778800e+00,5.077867e+00
3.070000e-02,-1.687333e+00,5.082133e+00
3.075000e-02,-1.765067e+00,5.099467e+00
3.080000e-02,-1.648400e+00,5.065067e+00
3.085000e-02,-1.634667e+00,5.090933e+00
3.090000e-02,-1.563733e+00,5.077867e+00
3.095000e-02,-1.577467e+00,5.095200e+00
3.100000e-02,-1.636933e+00,5.090933e+00
3.105000e-02,-1.726267e+00,5.077867e+00
3.110000e-02,-1.710133e+00,5.090933e+00
3.115000e-02,-1.712533e+00,5.086400e+00
3.120000e-02,-1.806267e+00,5.082133e+00
3.125000e-02,-1.600400e+00,5.082133e+00
3.130000e-02,-1.632400e+00,5.082133e+00
3.135000e-02,-1.671333e+00,5.082133e+00
3.140000e-02,-1.721600e+00,5.077867e+00
3.145000e-02,-1.634667e+00,5.090933e+00
3.150000e-02,-1.760533e+00,5.090933e+00
3.155000e-02,-1.714800e+00,5.090933e+00
3.160000e-02,-1.598133e+00,5.065067e+00
3.165000e-02,-1.810800e+00,5.082133e+00
3.170000e-02,-1.712533e+00,5.077867e+00
3.175000e-02,-1.627867e+00,5.090933e+00
3.180000e-02,-1.751333e+00,5.069334e+00
3.185000e-02,-1.742267e+00,5.095200e+00
3.190000e-02,-1.659867e+00,5.077867e+00
3.195000e-02,-1.669067e+00,5.090933e+00
3.200000e-02,-1.664400e+00,5.077867e+00
3.205000e-02,-1.705600e+00,5.073600e+00
3.210000e-02,-1.636933e+00,5.077867e+00
3.215000e-02,-1.691867e+00,5.090933e+00
3.220000e-02,-1.714800e+00,5.069334e+00
3.225000e-02,-1.618667e+00,5.082133e+00
3.230000e-02,-1.733067e+00,5.095200e+00
3.235000e-02,-1.634667e+00,5.099467e+00
3.240000e-02,-1.632400e+00,5.082133e+00
3.245000e-02,-1.689600e+00,5.090933e+00
3.250000e-02,-1.733067e+00,5.077867e+00
3.255000e-02,-1.767333e+00,5.082133e+00
3.260000e-02,-1.618667e+00,5.077867e+00
3.265000e-02,-1.655333e+00,5.077867e+00
3.270000e-02,-1.689600e+00,5.086400e+00
3.275000e-02,-1.669067e+00,5.082133e+00
3.280000e-02,-1.794800e+00,5.069334e+00
3.285000e-02,-1.749067e+00,5.073600e+00
3.290000e-02,-1.746800e+00,5.077867e+00
3.295000e-02,-1.744533e+00,5.095200e+00
3.300000e-02,-1.698800e+00,5.065067e+00
3.305000e-02,-1.762800e+00,5.073600e+00
3.310000e-02,-1.719333e+00,5.103734e+00
3.315000e-02,-1.730800e+00,5.103734e+00
3.320000e-02,-1.623333e+00,5.090933e+00
3.325000e-02,-1.650667e+00,5.095200e+00
3.330000e-02,-1.653067e+00,5.095200e+00
3.335000e-02,-1.730800e+00,5.099467e+00
3.340000e-02,-1.659867e+00,5.069334e+00
3.345000e-02,-1.703333e+00,5.082133e+00
3.350000e-02,-1.616400e+00,5.082133e+00
3.355000e-02,-1.717067e+00,5.103734e+00
3.360000e-02,-1.717067e+00,5.082133e+00
3.365000e-02,-1.602667e+00,5.082133e+00
3.370000e-02,-1.664400e+00,5.086400e+00
3.375000e-02,-1.726267e+00,5.095200e+00
3.380000e-02,-1.767333e+00,5.090933e+00
3.385000e-02,-1.575200e+00,5.077867e+00
3.390000e-02,-1.714800e+00,5.090933e+00
3.395000e-02,-1.726267e+00,5.086400e+00
3.400000e-02,-1.648400e+00,5.090933e+00
3.405000e-02,-1.689600e+00,5.090933e+00
3.410000e-02,-1.556933e+00,5.095200e+00
3.415000e-02,-1.593467e+00,5.090933e+00
3.420000e-02,-1.650667e+00,5.077867e+00
3.425000e-02,-1.662133e+00,5.082133e+00
3.430000e-02,-1.563733e+00,5.077867e+00
3.435000e-02,-1.714800e+00,5.082133e+00
3.440000e-02,-1.781067e+00,5.077867e+00
3.445000e-02,-1.659867e+00,5.095200e+00
3.450000e-02,-1.620933e+00,5.090933e+00
3.455000e-02,-1.707867e+00,5.086400e+00
3.460000e-02,-1.657600e+00,5.086400e+00
3.465000e-02,-1.655333e+00,5.090933e+00
3.470000e-02,-1.698800e+00,5.090933e+00
3.475000e-02,-1.739867e+00,5.090933e+00
3.480000e-02,-1.767333e+00,5.082133e+00
3.485000e-02,-1.646133e+00,5.099467e+00
3.490000e-02,-1.705600e+00,5.090933e+00
3.495000e-02,-1.744533e+00,5.120800e+00
3.500000e-02,-1.714800e+00,5.095200e+00
3.505000e-02,-1.694133e+00,5.082133e+00
3.510000e-02,-1.682800e+00,5.077867e+00
3.515000e-02,-1.794800e+00,5.073600e+00
3.520000e-02,-1.762800e+00,5.065067e+00
3.525000e-02,-1.611867e+00,5.082133e+00
3.530000e-02,-1.783333e+00,5.073600e+00
3.535000e-02,-1.749067e+00,5.090933e+00
3.540000e-02,-1.682800e+00,5.086400e+00
3.545000e-02,-1.739867e+00,5.099467e+00
3.550000e-02,-1.746800e+00,5.082133e+00
3.555000e-02,-1.744533e+00,5.065067e+00
3.560000e-02,-1.726267e+00,5.077867e+00
3.565000e-02,-1.730800e+00,5.086400e+00
3.570000e-02,-1.762800e+00,5.073600e+00
3.575000e-02,-1.650667e+00,5.103734e+00
3.580000e-02,-1.687333e+00,5.090933e+00
3.585000e-02,-1.751333e+00,5.082133e+00
3.590000e-02,-1.682800e+00,5.082133e+00
3.595000e-02,-1.829200e+00,5.099467e+00
3.600000e-02,-1.575200e+00,5.077867e+00
3.605000e-02,-1.671333e+00,5.090933e+00
3.610000e-02,-1.772000e+00,5.090933e+00
3.615000e-02,-1.746800e+00,5.082133e+00
3.620000e-02,-1.646133e+00,5.077867e+00
3.625000e-02,-1.769733e+00,5.077867e+00
3.630000e-02,-1.671333e+00,5.086400e+00
3.635000e-02,-1.618667e+00,5.099467e+00
3.640000e-02,-1.653067e+00,5.095200e+00
3.645000e-02,-1.792533e+00,5.090933e+00
3.650000e-02,-1.614133e+00,5.090933e+00
3.655000e-02,-1.710133e+00,5.095200e+00
3.660000e-02,-1.680400e+00,5.082133e+00
3.665000e-02,-1.550133e+00,5.108000e+00
3.670000e-02,-1.662133e+00,5.090933e+00
3.675000e-02,-1.746800e+00,5.095200e+00
3.680000e-02,-1.691867e+00,5.077867e+00
3.685000e-02,-1.611867e+00,5.090933e+00
3.690000e-02,-1.598133e+00,5.073600e+00
3.695000e-02,-1.735333e+00,5.090933e+00
3.700000e-02,-1.794800e+00,5.077867e+00
3.705000e-02,-1.623333e+00,5.099467e+00
3.710000e-02,-1.634667e+00,5.095200e+00
3.715000e-02,-1.584400e+00,5.099467e+00
3.720000e-02,-1.760533e+00,5.086400e+00
3.725000e-02,-1.691867e+00,5.090933e+00
3.730000e-02,-1.760533e+00,5.099467e+00
3.735000e-02,-1.714800e+00,5.103734e+00
3.740000e-02,-1.721600e+00,5.112267e+00
3.745000e-02,-1.554667e+00,5.086400e+00
3.750000e-02,-1.614133e+00,5.099467e+00
3.755000e-02,-1.719333e+00,5.103734e+00
3.760000e-02,-1.636933e+00,5.090933e+00
3.765000e-02,-1.524933e+00,5.090933e+00
3.770000e-02,-1.737600e+00,5.082133e+00
3.775000e-02,-1.669067e+00,5.108000e+00
3.780000e-02,-1.636933e+00,5.090933e+00
3.785000e-02,-1.788000e+00,5.099467e+00
3.790000e-02,-1.696533e+00,5.099467e+00
3.795000e-02,-1.758267e+00,5.090933e+00
3.800000e-02,-1.749067e+00,5.095200e+00
3.805000e-02,-1.751333e+00,5.099467e+00
3.810000e-02,-1.687333e+00,5.090933e+00
3.815000e-02,-1.657600e+00,5.095200e+00
3.820000e-02,-1.547733e+00,5.069334e+00
3.825000e-02,-1.636933e+00,5.099467e+00
3.830000e-02,-1.653067e+00,5.090933e+00
3.835000e-02,-1.659867e+00,5.090933e+00
3.840000e-02,-1.703333e+00,5.069334e+00
3.845000e-02,-1.717067e+00,5.099467e+00
3.850000e-02,-1.721600e+00,5.073600e+00
3.855000e-02,-1.735333e+00,5.099467e+00
3.860000e-02,-1.691867e+00,5.065067e+00
3.865000e-02,-1.653067e+00,5.090933e+00
3.870000e-02,-1.753600e+00,5.086400e+00
3.875000e-02,-1.689600e+00,5.082133e+00
3.880000e-02,-1.705600e+00,5.082133e+00
3.885000e-02,-1.625600e+00,5.086400e+00
3.890000e-02,-1.600400e+00,5.069334e+00
3.895000e-02,-1.705600e+00,5.082133e+00
3.900000e-02,-1.767333e+00,5.095200e+00
3.905000e-02,-1.636933e+00,5.108000e+00
3.910000e-02,-1.682800e+00,5.082133e+00
3.915000e-02,-1.691867e+00,5.099467e+00
